100 m
12.03;2r2;None;17.08.2019;Langenthal;Nachwuchs SVM; 
12.1;4r4;None;02.06.2019;Zürich (Sihlhölzli);SVM NLB; 
110 m Hürden 91.4
16.06;3r1;None;17.08.2019;Langenthal;Nachwuchs SVM; 
Hoch
1.7;4;None;17.08.2019;Langenthal;Nachwuchs SVM; 
Stab
3.9;1;None;10.08.2019;Zofingen;37. Nachwuchsmeeting;Limite erfüllt
3.6;5;None;04.05.2019;Zug;«Nationales Frühjahrsmeeting»; 
3.6;11;None;02.06.2019;Zürich (Sihlhölzli);SVM NLB; 
Kugel 5.00 kg
11.58;2;None;07.08.2019;Langenthal;Internationales Sommermeeting; 
Diskus 1.50 kg
28.98;4;None;07.08.2019;Langenthal;Internationales Sommermeeting; 
